id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name
01de6945-cd63-4096-9fda-e70148ee977d,Within which parts of a gastric gland are chief cells located,Fundus,Isthmus,Neck,Gastric pit,0,single,"Fundic glands (chief cells, parietal & mucous neck cells) are located in body and fundus of stomach.",Physiology,
74d6497b-16bd-44f8-bba0-a9a139482e77,"Wave patterns of EEF, ECG and EMG are depicted below. The B pattern belongs to (Figure was not provided in the exam):",NREM sleep,REM sleep,Wakefulness,Quiet wakefulness,2,single,"Answer- C. WakefulnessBeta (B) Wave- Parietal and frontal region. Patients awake, at rest with eyes open.",Physiology,
b4c3fa06-01fe-4c3c-8521-25299a221d43,Most effective method of assessing breathing is by measuring:,Tidal volume,Respiratory rate,Alveolar ventilation,FEV 1,3,single,,Physiology,
10105277-cd6c-4309-82b7-3f1866a336e0,The best stimulator of respiratory centre is:,Decrease in arterial carbon dioxide level,Increase in arterial carbon dioxide level,Increase in arterial oxygen level,None of the above,1,multi,,Physiology,
ca435de5-729e-4d62-8d92-116f5afb5a48,The concentration of a negative ion is 100 mMoUL extracellular and 10 mMo1/1 intracellular. What will be the Nernst potential for this ion?,--10 mV,+10 mV,--61 mV,+61 mV,2,single,"Ans: C. --61 mVRef: Ganong 25Ie p9, p24Ie p9-10; Guyton 13Ie p61Ek = 61.5 log Ci/CeIntracellular concentration Ci = 100Extracellular concentration Ce = 10EK = 61 C log100/10 = -61 mV.",Physiology,
dcded707-a751-431c-bba8-9b04446cc735,Detachment of myosin head from actin is caused by?,Entry of calcium into sarcoplasmic reticulum,Change in troponin C configuration,Binding of ATP,Release of ADP and Pi,2,single,Ans.C. Binding of ATPBinding of ATP on the free site of myosin leads to the detachment of myosin head from thin filament.,Physiology,
98893c1c-a979-476e-8b82-ef3bd2a02da7,"According to Weber-Fechner's law, strength of stimulus perceived is directly propoional to:",Intensity of stimulus,Amplitude of action potential,Number of neurons stimulated,Number of receptors stimulated,0,single,"Ans: A. Intensity of stimulus(Ref: Guyton 13/e p615)According to Weber-Fechner's Law, strength of stimulus perceived is directly propoional to intensity of stimulus.""Weber-Fechner Principle--Detection of ""Ratio"" of Stimulus Strength: In the mid 1800s, Weber first and Fechner later proposed the principle that gradations of stimulus strength are discriminated approximately in propoion to the logarithm of stimulus strength.",Physiology,
5dd20354-df6d-4a05-9895-d742e7852803,All of the following are reversible long acting contraceptives except:?,Copper T,Laparoscopic tubal ligation,LNG- IUS,Implanon,1,multi,"Ans. b. Laparoscopic tubal ligationIntrauterine device (IUD), also known as long-acting reversible contraception (LARC).Laparoscopic tubal ligation is the most common modality of pregnancy prevention. It is irreversible in nature.Spring-loaded clip (Filshie clip, Hulka clip) or Silastic rubber band (Falope ring) are most commonly used.Destruction or removal of a segment of the oviduct is performed in an operating room through a transabdominal approach usually using a laparoscopy or minilaparotomy.An ectopic pregnancy should be ruled out; if the procedure fails.Failure rate is 1 in 200.",Gynaecology & Obstetrics,
6efd1009-b52d-4598-a30d-a06fd9867c56,"A 36 week primigravida was admitted in view of a single seizure episode. On examination her BP is 170/100, PR is 90/min, fetal hea rate is present. Immediate next step in management is?",Inj. mgso4,Inj. Calcium gluconate,Inj Phenetoin,MRI brain,0,multi,"This patient appears to have Eclampsia as her BP is raised, immediate management of such seizure episode is inj MgSO4, which is the drug of choice for prevention and management of eclampsia. Management of eclampsia involves Inj MgSO4, IV labetalol (drug of choice for control of BP in pre eclampsia), definitive management is termination of pregnancy.",Gynaecology & Obstetrics,AIIMS 2019
83d4ffd3-ac6f-4c98-88c6-96ddbe0db146,In which of the following heart diseases is materanl mortality during pregnancy found to be the highest:,Coarctation of aorta,Eisenmenger syndrome,AS,MS,1,single,,Gynaecology & Obstetrics,
42924e5a-723d-478f-ab78-a46ec8e8041b,"A pregnant lady with persistent late, variable deceleration with cervical dilatation of 6 cm shifted to OT for surgery. Which of the following is not done in Mmn:",Supine position,O2 inhalation,I.V. fluid,Subcutaneous terbutaline,0,single,"“Deceleration is defined as a decrease in fetal heart rate below the base line of 15 beats per minute or more.”
Variable deceleration is seen in case of cord-compression/prolapse. In case of cord-compression/prolapse patient should not be allowed to rest in supine position as it will lead to more pressure on the cord. In cord prolapse the patient is allowed to rest in exaggerated elevated Sims position with a pillow under the hip.
Management of Non-reassuring fetal status (Fetal Distress)

Lateral positioning avoids compression of vena cava and aorta by the gravid uterus. This increases cardiac output and uteroplacental perfusion.
Oxygen is administered to the mother with mask to improve fetal SaO2.
Correction of dehydration by IV fluids (crystalloids) improves intravascular volume and uterine perfusion.
Correction of maternal hypotension (following epidural analgesia) with immediate infusion of 1 litre of Crystalloid (Ringer’s solution).
Stoppage of oxytocin to improve fetal oxygenation. Fetal hypoxia may be due to strong and sustained uterine contractions. With reassuring FHR and in absence of fetal acidemia, oxytocin may be restarted.
Tocolytic (Injection terbutaline 0.25 mg S.C.) is given when uterus is hypertonic and there is nonreassuring FHR.
Amnioinfusion is the process to increase the intrauterine fluid volume with warm normal saline (500 ml). Indications are:

– Oligohydramnios and cord compression
– To dilute or to wash out meconium
– To improve variable or prolonged decelerations.
Advantages : Reduces cord compression, meconium aspiration, and improves Apgar score.",Gynaecology & Obstetrics,
48b657a1-b046-40e2-b0bf-a2ece3cbcb8e,A 32-year-old woman is 9 weeks pregnant and has a 10 year old Down's syndrome child. What test would you recommend for the mother so that she can know about her chances of getting a Down's syndrome baby is this present pregnancy. How will you assure the mother about the chances of Down's syndrome in the present pregnancy?,Blood test,USG,Chorionic villus sampling,Assure her there is no chance since she is less than 35 years of age,2,single,"Friends – In Patients with previous H/O Down’s syndrome the only confirmatory test, which tells us with 100% reliability of the chances of Down’s syndrome in present pregnancy is “Karyotyping”.
The sample for karyotyping can be obtained in first-trimester by – chorionic villi sampling and in 2nd trimester by amniocentesis.
So obviously we will think of marking option ‘c’ i.e. chorionic villi sampling as the correct answer but, The Question specifically mentions that patient is 9 weeks pregnant and we all know that if CVS is done before 10 weeks– it can lead to limb reduction defects and oromandibular defects in the fetus \Some people argue CVS is not the correct thing to do at this stage.
Read for yourself what Williams has to say on this issue.
“Early reports of an association between CVS and limb. Reduction defects and oromandibular limb hypogenesis caused a great deal of concern (Burton, 1992; Firth, 1991, 1994; Hsieh, 1995, and all their colleagues). Subsequently, it was shown that limb-reduction defects were associated with CVS performed earlier in gestation—typically around 7 weeks”
Williams Obs 23/e, p 300",Gynaecology & Obstetrics,
4391391c-04bb-4ca1-abba-9f4b3a6c2a81,A 76 - year - old female presented with non - healing ulcer on labia majora for 6 months measuring 2 x 3 cm with no palpable lymphadenopathy. Biopsy shows Squamous cell carcinoma. Management of this patient includes?,Radical vulvectomy with sentinal LN biopsy,Wide excision,Simple vulvectomy,Chemoradiation with resection,0,single,"Non- Healing Ulcer, 2x3 cm, no palpable lymphadenopathy concludes to stage Ib of Ca Vulva. Staging of Ca vulva Stage I Limited to vulva IA IB Size - < 2 cm, Invasion - < 1 mm Size - < 2 cm, Invasion - > 1 mm Stage II Adiacent organ femoral LN involvement Lower 1/3rdvagina Lower 1/3rdof urethra, anus Stage III Inguinal femoral LN involvement IIIAi Aii One LN - > 5mm One or Two LN - < 5m IIIBi Bii Two LN - > 5mm More than 3 LN - < 5mm III C LN involvement ?, with extra capsular spread Stage IV IV Ai Aii Upper urethra, upper vagina, rectal involvement Growth stuck to pelvic bone Fixed or ulcerated LN IV B Distant metastasis Pelvic LN Treatment: Stage IA- Wide excision Stage I & II- Radical vulvectomy with sentinal LN biopsy If negative- Radical vulvectomy alone If positive- Radical vulvectomy + LN removal Stage III & IV- Chemoradiation with resection",Gynaecology & Obstetrics,AIIMS 2018
f1f7b5b5-1446-4c3b-b863-6f933689cb95,Which of the following increases callus formation:,Rigid immobilization,Movement at fracture site,Compression plating,Intraosseous nailing,1,multi,Ans: B. Movement at fracture site (Ref Apley 9/e p689)Micro movements at fracture site encourages vascular proliferation -Increases callus formation.,Gynaecology & Obstetrics,
d2aaf9d3-3ec9-450c-94cd-7df423fe49e8,A 32 years old female came for routine PAP smear testing. The repo came as carcinoma in situ. What is the next step?,HPV-DNA testing,Hysterectomy,Conization,Colposcopy and biopsy,3,multi,Answer- D. Colposcopy and biopsyRegressions typically occur within a 2-year follow-up with cytology & colposcopy.Observation - Biopsy diagnoses of CIN 1 with satisfactory colposcopy and who agree to the evaluation every 6 monthsAblative treatment - lf the lesions progress during follow-up or persist at 2 yearsTreatment options: LEEP & Cryosurgery,Gynaecology & Obstetrics,
6e814124-0dfa-4060-a9a5-c6510f5301d4,"A pregnant female, 38 years old, had a child with Down's syndrome. How do you assess the risk of Down's syndrome in the present pregnancy:",Material alpha-feto protein,Material HCG,USG,Chorionic villous biopsy,3,single,"In patients with previous history of Down syndrome
“The risk of recurrence is greater than the risk of genetic diagnosis and these patients should be advised to seek genetic counselling and to have a genetic diagnosis.”
Fernando Arias 3/e, p 27
Therefore amniocentesis /Chorionic villous biopsy should be done.",Gynaecology & Obstetrics,
3717f6b4-9504-4284-be95-e2f899c94187,"A gravida 2 patient with previous LSCS comes at 37 weeks, has BP= 150/100 mm of hg. And on pervaginal examination, cervix is 50% effaced station-3, os is closed and pelvis is adequate. Protein uria is +1, Most appropriate step at the moment would be:",Antihypertensive regime and wait for spontaneous labor,Wait and watch,Induce labour,caesarean section,2,multi,"This patient has

BP: 150/100 mm hg
Proteinuria: +1

Therefore it is classified as mild preeclampsia
In mild preeclampsia – if gestational age is > than labour induced should be 37 wks (here in the question = gestational age is >37 weeks). Here BP is 150/100, (Therefore, it is not necessary to start antihypertensive). The NICE clinical guidelines suggest treating moderate hypertension (BP-150/100-159/109 mm Hg) with antihypertensives to keep B I P <150/80-100 range. The benefits or disadvantages of this intervention have not been elucidated by adequate clinical trials.
Fernando Arias 4/e, p 209.
“There is a consensus that if BP is below 150/100 mm Hg, there is no need for antihypertensive therapy. An exception may be if mild hypertension is associated with markers of potential severe disease or sign of organ dysfunction, (heavy proteinuria, liver dysfunction, hematological dysfuntion)”.
Fernando Arias 4/e, p 209.
Thus, in this patient, the role of antihypertensive is not confirmatory as BP is 150/100 mm Hg. But role of induction of labor is confirmed, as patient is 37 weeks pregnant with mild hypertension.
PIH is not a contraindication for VBAC (Vaginal birth after cesarean) and further more that the pelvis of this patient is adequate – so there is no harm in inducing labour, rather it is advantageous, because it will help in developing lower uterine segment. At any point of time; if there is scar tenderness or if patients BP rises immediately perform cesarean section’ therefore the best answer here is – Antihypertensive regime and then induce labour",Gynaecology & Obstetrics,
10baae45-ecc0-4efa-bbb9-cd5b33b79770,Sudden hyperflexion of thigh over abdomen (Mc Roberts manoeuvre) with of the following nerve is commonly involved?,Common peroneal nerve,Obturator nerve,Lumbosacral trunk,Lateral cutaneous Nerve of thigh,3,single,"McRoberts’ manoeuvre consists of forcible abduction of patients legs by sharply flexing them on the abdomen.
It is the single most effective manoeuvre and should be the first manoeuvre to be performed in case of shoulder dystocia.
McRobert’s manoeuvre results in straightening of the sacrum relative to the lumbar vertebra along with rotation of symphysis pubis towards the maternal head and it decreases the angle of pelvic inclination.
Sometimes, over zealous use of McRobert’s manoeuvre may result in separation of the maternal pubic symphysis and injury to lateral cutaneous nerve of thigh.",Gynaecology & Obstetrics,
21618a55-4eaf-457c-a8fa-a1a2149c566a,Birth weight of a baby can be increased by:,Cessation of smoking,Aspirin,Ca++  and vitamin D supplement,Bed rest,0,single,"“Smoking is the single most preventable cause of IUGR in infants born in the united states—women who quit smoking at 7 months gestation have newborns with higher mean birthweights than do women who smoke throughout the pregnancy. Women who quit smoking before 16 weeks of gestation are not at any increased risk for an IUGR infant.”
COGDT 10/e, p 293
The answer is further supported by Williams 24/e, p 882
“In prevention of fetal growth restriction – smoking cessation is critical”
Williams 24/e, p 882",Gynaecology & Obstetrics,
014ba2fe-d596-4265-bf46-616641ea4a9f,"A G3P2, pregnant comes to your clinic at 18 weeks of gestation for genetic counselling. She has a history of two kids born with thalassemia major. Which test would you recommend now?",Amniocentesis,Chorionic villus sampling,Cordocentesis,Non-invasive prenatal testing,2,single,Ans: C. Cordocentesis(Ref Williams 24/e p300; (Thai 8/e p341-344)Recommended test - Cordocentesis.As patient is presenting at 18 weeks - Quick method diagnosing thalassemia antenatally needed.Note:Legal age of aboion is only till 20 weeks.Fetal blood karyotyping accomplished within 24 to 48 hours.Significantly quicker than (7- to 10-day turnaround time with amniocentesis or CVS).,Gynaecology & Obstetrics,
de803c1d-d6b5-49b1-ba45-ed4abe3ec0ef,Following renal disorder is associated with worst pregnancy outcome:,Systemic lupus erythromatosus,IgA nephropathy,Autosomal dominant polycystic kidney disease,Scleroderma,3,single,"Prognostic indicators in renal disease and pregnancy:

Most reliable prognostic indicator of the outcome of pregnancy is the presence of hypertension. The fetal prognosis for women with chronic renal disease is favorable as long as they do not develop superimposed preeclampsia.
Second to hypertension, the most valuable prognostic index for patients with chronic renal disease during pregnancy is the degree of renal function impairment:

– In patients with normal or only midly impaired renal function, pregnancy does not accelerate renal damage
– In patients with moderate renal insufficiency (serum creatinine of 1.4 mg/dL or greater before pregnancy or creatinine clearance <30 ml/min. there is a decline in renal function during pregnancy).

Another important prognostic sign is the presence or absence of proteinuria. As a general rule, if the patient has 2+ or more protein in qualitative tests or 3 g or more in 24 hours urine collections at the beginning of pregnancy, the tendency will be toward increased protein losses and development of nephritic syndrome during pregnancy.
The histologic characteristics of the renal lesion also have prognostic value.",Gynaecology & Obstetrics,
a6cc1419-094c-4675-b250-ba45e4569bd2,A 32-year-old P2L2 lady comes five days after unpro!tected sexual intercourse. What will be your advice for contraception in this lady?,Copper IUCD,Levonorgestrel 0.75 mg,"Two tablets of high dose OCP, repeated after 24 hours",Laparoscopic tubectomy,0,single,"Ans: A. Copper IUCD(Ref Dutta 8/e p615, 7/e p551)Best contraceptive for 32-year old P2L2 lady coming after 5 days after unprotected sexual intercourse - Copper-containing IUCD.Copper IUCD:Inseion within maximum period of 5-7 days after accidental unprotected exposure.Prevents implantation.Unsuitable for women with multiple sex paners & rape victims.",Gynaecology & Obstetrics,
114fa1dd-9f36-4b84-9f6a-68303bc63931,Earliest diagnosis of pregnancy can be established safely by:,USG for fetal cardiac activity,Fetal cardiac Doppler study,hCG levels,MRI pelvis,0,single,"Ans: A. USG for fetal cardiac activity (Ref Williams 24/e p196; Ultrasound Obstet Gynecol 2011; 37:625-628; Dutta 8/e p77-78, 7/e p68)Earliest diagnosis of pregnancy:Most accurate & safest method diagnose ble pregnancy at 6 weeks = USG for fetal cardiac activity.Transvaginal sonography:By 5 weeks:Reliably visualizes intrauterine gestational sac.Embryo visible transvaginally once mean sac diameter is 20 mm.Otherwise is anembryonic gestation.By 6 weeks:Embryo with cardiac activity.Cardiac motion visible when embryo length is 5 mm.If embryo <7 mm is unidentified with cardiac activity - Subsequent examination recommended in 1 week (American Institute of Ultrasound in Medicine, 2013a).Doppler:Most sensitive but unsafe in early pregnancy.Doppler examination of fetal vessels in early pregnancy should not be performed without a clinical indication.",Gynaecology & Obstetrics,
7f0270fd-7d45-43ec-b77e-0038115bb845,A mother is Hbs Ag positive and anti Hbe Ag positive. Risk of transmission of Hep. B in child is:,20%,50%,0%,90%,0,single,"Before answering these questions lets first discuss hepatitis in brief.
Maternal infection: The acute infection is manifested by flu like illness as malaise, anorexia, nausea and vomiting. In majority, it remains asymptomatic. Jaundice is rare and fever is uncommon.
Clinical course (HBV): Nearly 90–95% of patients clear the infection and have full recovery. 1% develop fulminant hepatitis resulting massive hepatic necrosis. 10-15% become chronic and 10% of these chronic cases suffer from chronic active hepatitis, cirrhosis and hepatocellular carcinoma.
Diagnosis is confirmed by serological detection of HBsAg, HBeAg (denote high infectivity) and antibody to hepatitis B core antigen (HBcAg) and HBV DNA titer (107–1011).
Screening: All pregnant women should be screened for HBV infection at first antenatal visit and it should be repeated during the third trimester for ‘high risk’ groups (intravenous drug abusers, sexual promiscuity, hemophilics, patients on hemodialysis or having multiple sex partners).
Hepatitis C (HCV):
It is recognized as the major cause of non-A, non-B hepatitis worldwide and is the leading cause of transfusion associated hepatitis. Transmission is mainly blood borne and to a lesser extent by faecal-oral route. It is responsible for chronic active hepatitis and hepatic failure.
Perinatal transmission (10–40%) is high when coinfected with HIV and HBV.
Detection is by antibody to HCV by EIA, which develops usually late in the infection.
Confirmation is done by recombinant immunoblot assay (RIBA-3).
Chronic carrier state is present. Breastfeeding is not contraindicated.
Hepatitis D (HDV):
It is seen in patients infected with HBV either as a co-infection or super infection. Perinatal transmission is known.
Hepatitis E (HEV): Hepatitis E is the most important cause of non-A, non-B hepatitis in developing countries like India. Chronic carrier state is present. Perinatal transmission is uncommon.
Maternal mortality is very high (15–20%).",Gynaecology & Obstetrics,
5b612728-c228-4423-8fd8-fde0ff1d3f68,Criteria for infant at risk?,Working mothers,Have not taken 100 days folic acid,Preclampsia is pregnancy,Malpresentation during bih,2,single,Infant safe Infant risk Working mothers Have not taken 100 days folic acid Malpresentation during bih Preclampsia in pregnancy,Gynaecology & Obstetrics,AIIMS 2019
21d61ebe-1fce-4629-b499-37b681908cc0,What would be the ideal management of a woman with infeilty who is detected to have bilateral cornual block on hysterosalpingography?,Tuboplasty,In-vitro feilization,Hydrotubation,Hysteroscopy and laparoscopy,3,single,Ans. d. Hysteroscopy and laparoscopy (Ref The Infeility Manual/p266-267; Practical approach to infeility management by aiilr Rcensal/p33:Hysteroscopy and laparoscopy would be the ideal management of a woman with infeility who is detected to have bilateral cornual block on hysterosalpingography.,Gynaecology & Obstetrics,
721d3b8f-c3a4-4f82-899a-db8078710935,The one measurement of fetal maturity that is not affected by a 'bloody tap' during amniocentesis is:,L/S ratio,Phosphatidyl glycerol,α-fetoprotein,Bilirubin as a measured by DOD 450,1,single,The best test to detect fetal lung maturity in diabetic mothers is presence of phophatidyl glycerol (PG) in amniotic fluid. If PG is present in amniotic fluid fetal lungs are considered mature and vice versa.,Gynaecology & Obstetrics,
7af75a95-3b56-4e2e-b091-3c3eef052b67,Campbell's lines are seen in:,Transorbital,Transpharyngeal,Occipitomental,Transcranial,2,single,,Radiology,
2f703c9f-2d54-4833-b319-25f8dc8b500c,Which type of laser is used in waterlase system?,Argon laser,Diode Laser,Nd:YAG laser,YSGG Laser,3,single,"It is an erbium laser (Er,Cr:YSGG) that has the ability to remove both hard and soft tissue safely and effectively. The WaterLase iPlus™ laser from BIOLASE, he says, is exceptionally versatile. “This is an all-tissue laser. Not only can it manipulate soft tissue by removing it for procedures such as biopsies and gingivectomies, it can also safely and effectively ablate tooth and bone structure.",Radiology,
be51a97c-7791-4710-8fd5-87de14ec3c09,Dead bone appears on a radiograph as:,Radiolucent,Radio-opaque,Cotton wool appearance,Salt and pepper appearance,1,single,,Radiology,
ddf70117-84c0-4fe8-a4f4-143205abf2c9,"A 10 year old presented to ohopaedic OPD with a Curved Back, AP and Lateral Radiographs are obtained, what is the most likely cause of such deformity?",Congenital,Neurofibromatosis,Idiopathic,Neuromuscular,0,single,"- In the given A-P view X-ray we could see the curvature of the spine and the presence of Hemiveebrae indicating it as a case of Scoliosis with congenital origin 3D CT image & Radiograph image showing Hemiveebrae SCOLIOSIS:* Scoliosis is defined as a lateral spinal curvature with a cobb angle of 10o or more* A curve with a Cobb angle of less than 10o is asymptomatic and does not progress; this state is known as spinal asymmetry, not Scoliosis * Cobb's angleo The angle formed by meeting of the two parallel tangential lines drawn from End Veebrae is known as Cobb's angleo Apex veebra - Fahest veebra from the spineo End veebra - Veebra that is tilted the mosto Neutral veebra - Veebra that is tilted the leasto Stable veebra - Veebra that is in line with the central sacral line * Levoscoliosis: Curvature towards the left* Dextroscoliosis: Curvature towards the right* Major/Main curvature: Curvature formed by the deformity* Minor curvature: It is a compensatory curvature Main Class and Subtype Demographic and Clinical Characteristics Idiopathic Infantile Occurs in the first 3 years of life; male preponderance; levoscoliosis is more common than dextroscoliosis Juvenile Occurs at age 4-10 years; female preponderance; dextroscoliosis is more common than levoscoliosis Adolescent Occurs at age 10-18 years; female preponderance; dextroscoliosis is more common than levoscoliosis Congenital Osteogenic Wedge - shaped veebrae, hemiveebrae, fused veebrae, unilateral bar Neuropathic Tethered cord, syringomyelia, Chiari malformation, (myelo) meningocele, diastematomyelia Developmental Skeletal dysplasia Achondroplasia Skeletal dyostosis Neurofibromatosis, osteogenesis imperfecta Neuromuscular Neuropathic (acquired) Cerebral palsy, spinocerebellar, degeneration, poliomyelitis Myopathic Muscular dystrophy of various types (eg, Duchenne dystrophy) Tumor - associated Osseous Osteoid osteoma, osteoblastoma Extraosseous Extramedullary (eg, neurofibroma) or intramedullary (eg, astrocytoma) tumor",Radiology,AIIMS 2019
0f2b4bd8-8032-44cf-bf8e-ff24900ded1e,"26 year old, 6 feet 4 inch male presented to the emergency depament with complaints of acute onset dysnea. On examination, he was tachypneic, other vitals were stable. A chest xray was done which shown the following pathology:",Pneumothorax,Hydropnemo thorax,Massive pleural effusion,Pulmonary embolism,0,single,"- The given image shows * Absent of Bronchovascular markings on the left lung compared to right lung * Left lung shifted or pushed toward the hilum- Hence, the given image is a case of Pneumothorax- If patient has pneumothorax with mediastinal shift, it is Tension pneumothorax and should be immediately managed with needle inseion in 5th ICS in mid-axillary line.",Radiology,AIIMS 2017
d7f6905a-377d-4fa0-a5a5-d7f5c8d8ac4f,Empty Thecal sac sign in:,Arachnoiditis,Tethered Cord syndrome,Veebral osteomyelitis,Discitis,0,single,"* Arachnoiditis is chronic inflammation of meninges and can occur after intrathecal injection of contrast agent, infections, drugs leading to nerve root getting adhered into peripheral meninges giving the appearance of EMPTY THECAL SAC sign on T2 weighted MRI * Tethered Cord Syndrome is when the spinal cord extends below the elbow level due to lipoma of Filum terminal or post op scarring/ adhesions that prevent spinal cord from ascending upward and it remains below L2 level.",Radiology,AIIMS 2018
d5070ff9-a3de-4f6c-a9ba-12918fa6ef04,Which among the following is not a risk factor for contrast-induced nephropathy?,Diabetic nephropathy,High osmolar agent,Obesity,Dehydration,2,single,"Ans. CSide effects of iodinated contrast material are:Idiosyncratic - Anaphylactoid reaction. They are complement-mediated reactions and not IgE. The patient develops bronchospasm and hypotension.Dose-dependent side effect - Contrast-induced nephropathy and seen especially with high osmolar agents.Contrast-induced nephropathy:The patient has non-oliguric transient nephropathy and occurs due to tubular damage. It is defined as the impairment of renal function and is measured as either a 25% increase in serum creatinine from baseline or 0.5 mg/dl increase in absolute value, within 48-72hrs of intravenous contrast administration.Risk Factors for Contrast Medium-Induced Nephropathy:Patient-related:eGFR < 60 mL/min/1.73 m2 before intra-aerial administrationeGFR < 45 mL/min/1.73 m2 before intravenous administrationIn paicular in combination with:Diabetic nephropathyDehydrationCongestive hea failure (NYHA grade 3-4) and low LVEFRecent myocardial infarction (Intra-aoic balloon pumpPeri-procedural hypotensionLow hematocrit levelAge over 70Concurrent administration of nephrotoxic drugsKnown or suspected acute renal failureProcedure-related:Intra-aerial administration of contrast mediumHigh-osmolality agentsLarge doses of contrast mediumMultiple contrast medium administrations within a few daysIf the patient is on Metformin and is having de-arranged RFT, then before giving contrast agent metformin should be stopped since it can precipitate lactic acidosis",Radiology,
a1fa6f97-be57-47b3-a946-c71ac455345b,Reversal lines are characteristic on the radiograph of:,Osteoma,Osteosarcoma,Epidermoid cyst,Paget's disease of bone,3,single,,Radiology,
44c45759-5d60-46e2-a099-b67024101321,The darkening of radiograph X-ray depends on all except:,Thickness of object,Quality and quantity of X-rays,Angulation cone,Velocity of electron emitted from cathode,2,multi,,Radiology,
